url,type,status,saved_path
https://thapar.edu/images/admission17/ACADEMIC%20CALENDAR201718.pdf,pdf,downloaded,output\pdfs\ACADEMIC_20CALENDAR201718_c3f6347c.pdf
https://www.thapar.edu/programmes/pages/electronics-communication-engineering,html,text_extracted,output\html_text\electronics-communication-engineering_677bccd2.txt
https://www.thapar.edu/faculties/category/centers/tifac-core-in-agro-industrial-biotechnology,html,text_extracted,output\html_text\tifac-core-in-agro-industrial-biotechnology_08309c0b.txt
https://www.thapar.edu/faculties/category/departments/computer-science-engineering,html,error:unreachable,
https://www.thapar.edu/faculties/category/departments/distance-education,html,text_extracted,output\html_text\distance-education_4220fbad.txt
https://www.thapar.edu/faculties/category/centers/experiential-learning-centre1,html,text_extracted,output\html_text\experiential-learning-centre1_6c682b99.txt
https://www.thapar.edu/faculties/category/centers/center-of-excellence-in-emerging-materials1,html,skipped_duplicate_content:a49f2bcc,
https://www.thapar.edu/faculties/category/departments/civil-engineering,html,error:unreachable,
https://www.thapar.edu/faculties/category/departments/basic-engineering-sciences1,html,text_extracted,output\html_text\basic-engineering-sciences1_da57d23e.txt
https://www.thapar.edu/faculties/category/schools/school-of-mathematics,html,error:unreachable,
https://www.thapar.edu/faculties/category/centers/science-technology-entrepreneurs-park-step,html,text_extracted,output\html_text\science-technology-entrepreneurs-park-step_faee9fb9.txt
https://www.thapar.edu/faculties/category/centers/venture-lab1,html,skipped_duplicate_content:a49f2bcc,
https://www.thapar.edu/faculties/category/schools/school-of-chemistry-biochemistry,html,error:unreachable,
https://www.thapar.edu/faculties/category/centers/center-for-industrial-liasion-placement-cilp,html,text_extracted,output\html_text\center-for-industrial-liasion-placement-cilp_57e9aea8.txt
https://www.thapar.edu/faculties/category/centers/central-workshop,html,text_extracted,output\html_text\central-workshop_be20ce43.txt
https://www.thapar.edu/faculties/category/centers/centre-of-information-and-technology-management-citm,html,text_extracted,output\html_text\centre-of-information-and-technology-management-citm_c4873115.txt
https://www.thapar.edu/faculties/category/centers/centre-for-training-development-ctd,html,text_extracted,output\html_text\centre-for-training-development-ctd_5a1a55da.txt
https://www.thapar.edu/faculties/category/schools/thapar-school-of-liberal-arts-sciences-tslas-1,html,error:unreachable,
https://www.thapar.edu/faculties/category/centers/centre-of-excellence-data-science-and-artificial-intelligence1,html,skipped_duplicate_content:a49f2bcc,
https://www.thapar.edu/faculties/category/departments/electronics-communication-engineering,html,error:unreachable,
https://www.thapar.edu/faculties/category/departments/department-of-biotechnology,html,error:unreachable,
https://www.thapar.edu/faculties/category/schools/school-of-humanities-social-sciences,html,error:unreachable,
https://www.thapar.edu/faculties/category/departments/mechanical-engineering-department,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/centers/centre-for-academic-practices-and-student-learning1,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/schools/school-of-physics-materials-science,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/centers/nava-nalanda-central-library,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/departments/electrical-instrumentation-engineering,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/departments/chemical-engineering,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/schools/school-of-energy-and-environment,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/centers/disability-resource-centre,html,skipped_dead_host,
https://www.thapar.edu/faculties/category/centers/alumni-relations-link1,html,skipped_dead_host,
https://csed.thapar.edu/misces,html,error:unreachable,
https://csed.thapar.edu/Accreditations & Rankings,html,error:unreachable,
https://csed.thapar.edu/placements,html,text_extracted,output\html_text\placements_77946b5e.txt
https://csed.thapar.edu/students/pages/student-grievance-redressal,html,error:unreachable,
https://csed.thapar.edu/Regulatory Compliances,html,error:unreachable,
https://csed.thapar.edu/pages/experiential-learning-centre-elc-activities,html,text_extracted,output\html_text\experiential-learning-centre-elc-activities_0f06108f.txt
https://csed.thapar.edu/facultydetails/OTYx,html,text_extracted,output\html_text\OTYx_d7c3b146.txt
https://thapar.edu/upload/files/Dr. Seema Bawa publication.pdf,pdf,downloaded,output\pdfs\Dr._Seema_Bawa_publication_0cf58846.pdf
https://csed.thapar.edu/pages/funded-projects,html,text_extracted,output\html_text\funded-projects_0ece0863.txt
https://csed.thapar.edu/pages/contact-us,html,text_extracted,output\html_text\contact-us_0e4979f9.txt
https://csed.thapar.edu/pages/computing-facilities,html,text_extracted,output\html_text\computing-facilities_d1e5e9b3.txt
https://csed.thapar.edu/pages/computing-skill-enhancement,html,text_extracted,output\html_text\computing-skill-enhancement_d1299007.txt
https://csed.thapar.edu/upload/files/ACM Events.pdf,pdf,downloaded,output\pdfs\ACM_Events_32c30a15.pdf
https://csed.thapar.edu/upload/files/OWASP Events.pdf,pdf,downloaded,output\pdfs\OWASP_Events_2a2b2f95.pdf
https://csed.thapar.edu/upload/files/IEEE Events.pdf,pdf,downloaded,output\pdfs\IEEE_Events_44bbe970.pdf
https://csed.thapar.edu/Times Higher Education,html,error:unreachable,
https://csed.thapar.edu/outreaches/pages,html,error:unreachable,
https://csed.thapar.edu/newsandevent,html,text_extracted,output\html_text\newsandevent_dac0c3ba.txt
https://csed.thapar.edu/students/pages/reaching-tiet,html,error:unreachable,
https://csed.thapar.edu/achievements,html,text_extracted,output\html_text\achievements_0d37dafe.txt
https://csed.thapar.edu/Careers at TIET,html,error:unreachable,
https://csed.thapar.edu/Vacancy,html,error:unreachable,
https://csed.thapar.edu/galleries,html,text_extracted,output\html_text\galleries_f3af6c5f.txt
https://csed.thapar.edu/facultydetails/OTcw,html,text_extracted,output\html_text\OTcw_49d7c9f5.txt
